listing_id,suburb_original,suburb_canonical,sale_price_num,usable_area_num,price_per_m2,listing_type,bedrooms,flag_outlier_price,flag_outlier_m2
2765062364,Sertão do Trombudo,Sertão Do Trombudo,630000.0,300,2100.0,terreno,1,0,0
2769150314,Casa Branca,Casa Branca,630000.0,69,9130.434782608696,apartamento,2,0,0
2667618909,Jardim Praia Mar,Jardim Praiamar,630000.0,62,10161.290322580646,apartamento,2,0,0
2684061042,Morretes,Morretes,630000.0,95,6631.578947368421,casa,2,0,0
2710300697,Jardim Praia Mar,Jardim Praiamar,630000.0,61,10327.868852459016,apartamento,2,0,0
2715163811,Jardim Praia Mar,Jardim Praiamar,630000.0,63,10000.0,apartamento,2,0,0
2611298015,Casa Branca,Casa Branca,630000.0,69,9130.434782608696,apartamento,2,0,0
2662034417,Morretes,Morretes,630000.0,70,9000.0,apartamento,2,0,0
2736331867,Alto São Bento,Alto São Bento,630000.0,62,10161.290322580646,apartamento,2,0,0
2656857529,Morretes,Morretes,630000.0,283,2226.1484098939927,terreno,0,0,0
2748545489,Jardim Praia Mar,Jardim Praiamar,630000.0,70,9000.0,apartamento,2,0,0
2562219663,Morretes,Morretes,630000.0,80,7875.0,apartamento,2,0,0
2694434718,Morretes,Morretes,630000.0,283,2226.1484098939927,terreno,0,0,0
2606898685,Morretes,Morretes,630000.0,69,9130.434782608696,apartamento,2,0,0
2729444031,Morretes,Morretes,630000.0,68,9264.70588235294,apartamento,2,0,0
2692571253,Meia Praia,Meia Praia,630000.0,70,9000.0,apartamento,2,0,0
2723560696,Morretes,Morretes,630000.0,70,9000.0,apartamento,2,0,0
2511793025,Varzea,Varzea,630000.0,70,9000.0,apartamento,2,0,0
2766342914,Jardim Praia Mar,Jardim Praiamar,630000.0,69,9130.434782608696,apartamento,2,0,0
2764220513,Morretes,Morretes,630000.0,93,6774.193548387097,casa,3,0,0
2592527426,Morretes,Morretes,630000.0,66,9545.454545454546,apartamento,2,0,0
2678336797,Morretes,Morretes,630000.0,306,2058.823529411765,terreno,0,0,0
2590819917,Meia Praia,Meia Praia,630000.0,84,7500.0,apartamento,2,0,0
2693899243,Morretes,Morretes,630000.0,95,6631.578947368421,casa,2,0,0
2724150851,Morretes,Morretes,630000.0,70,9000.0,apartamento,3,0,0
2682280613,Morretes,Morretes,630000.0,283,2226.1484098939927,terreno,0,0,0
2637495198,Morretes,Morretes,629000.0,100,6290.0,casa,3,0,0
2747200733,Morretes,Morretes,629000.0,59,10661.016949152543,apartamento,2,0,0
2766852434,Morretes,Morretes,628800.0,70,8982.857142857143,apartamento,2,0,0
2574581774,Morretes,Morretes,628000.0,74,8486.486486486487,apartamento,2,0,0
2685613539,Jardim Praia Mar,Jardim Praiamar,627296.0,70,8961.371428571429,apartamento,2,0,0
2740283759,,,627000.0,67,9358.208955223881,apartamento,2,0,0
2754169610,Morretes,Morretes,626113.0,70,8944.471428571429,apartamento,2,0,0
2769841107,Alto São Bento,Alto São Bento,626070.0,88,7114.431818181818,casa,2,0,0
2719904446,Morretes,Morretes,626000.0,71,8816.901408450703,apartamento,3,0,0
2721918471,Morretes,Morretes,626000.0,70,8942.857142857143,apartamento,3,0,0
2740881426,Morretes,Morretes,625652.0,61,10256.590163934427,apartamento,2,0,0
2754164490,Morretes,Morretes,625652.0,62,10091.161290322581,apartamento,2,0,0
2753172975,Morretes,Morretes,625001.0,275,2272.730909090909,terreno,0,0,0
2752516994,Morretes,Morretes,625000.0,275,2272.7272727272725,terreno,0,0,0
2758480014,Morretes,Morretes,625000.0,275,2272.7272727272725,terreno,0,0,0
2765081813,Morretes,Morretes,625000.0,275,2272.7272727272725,terreno,0,0,0
2762643152,Casa Branca,Casa Branca,624000.0,70,8914.285714285714,apartamento,2,0,0
2556840751,Morretes,Morretes,624000.0,70,8914.285714285714,apartamento,2,0,0
2767584326,Morretes,Morretes,622100.0,62,10033.870967741936,apartamento,2,0,0
2560637277,Morretes,Morretes,620002.0,74,8378.405405405405,apartamento,2,0,0
2560637379,Morretes,Morretes,620001.0,74,8378.391891891892,apartamento,2,0,0
2561691788,Morretes,Morretes,620000.0,74,8378.378378378378,apartamento,2,0,0
2560637084,Morretes,Morretes,620000.0,74,8378.378378378378,apartamento,2,0,0
2750289675,Morretes,Morretes,620000.0,70,8857.142857142857,apartamento,2,0,0
2664461018,Varzea,Varzea,620000.0,65,9538.461538461539,apartamento,2,0,0
2678337794,Morretes,Morretes,620000.0,70,8857.142857142857,apartamento,2,0,0
2692570769,Morretes,Morretes,620000.0,74,8378.378378378378,apartamento,2,0,0
2560637335,Morretes,Morretes,620000.0,85,7294.117647058823,casa,2,0,0
2720583348,Morretes,Morretes,620000.0,65,9538.461538461539,apartamento,2,0,0
2769724284,Alto São Bento,Alto São Bento,620000.0,90,6888.888888888889,casa,2,0,0
2565205406,Morretes,Morretes,620000.0,70,8857.142857142857,apartamento,2,0,0
2688743819,Morretes,Morretes,620000.0,70,8857.142857142857,apartamento,2,0,0
2560637511,Morretes,Morretes,620000.0,74,8378.378378378378,apartamento,2,0,0
2562405409,Morretes,Morretes,620000.0,88,7045.454545454545,casa,2,0,0
2564695386,Morretes,Morretes,620000.0,88,7045.454545454545,casa,2,0,0
2565059371,Morretes,Morretes,620000.0,70,8857.142857142857,apartamento,2,0,0
2682578658,Morretes,Morretes,620000.0,74,8378.378378378378,apartamento,2,0,0
2753205894,Morretes,Morretes,620000.0,70,8857.142857142857,apartamento,2,0,0
2510252673,Varzea,Varzea,620000.0,70,8857.142857142857,apartamento,2,0,0
2564695181,Morretes,Morretes,620000.0,70,8857.142857142857,apartamento,2,0,0
2617107696,Morretes,Morretes,620000.0,64,9687.5,apartamento,2,0,0
2564619313,Morretes,Morretes,620000.0,70,8857.142857142857,apartamento,2,0,0
2769704665,Centro,Centro,620000.0,89,6966.29213483146,apartamento,2,0,0
2767583921,Varzea,Varzea,620000.0,70,8857.142857142857,apartamento,2,0,0
2562206883,Morretes,Morretes,620000.0,88,7045.454545454545,casa,2,0,0
2560637688,Morretes,Morretes,620000.0,85,7294.117647058823,casa,2,0,0
2564214078,Morretes,Morretes,620000.0,88,7045.454545454545,casa,2,0,0
2560637625,Morretes,Morretes,620000.0,74,8378.378378378378,apartamento,2,0,0
2560635244,Morretes,Morretes,620000.0,74,8378.378378378378,apartamento,2,0,0
2764631650,Alto São Bento,Alto São Bento,620000.0,60,10333.333333333334,apartamento,2,0,0
2764402647,Alto São Bento,Alto São Bento,619230.0,90,6880.333333333333,casa,2,0,0
2769476415,Alto São Bento,Alto São Bento,618710.0,69,8966.811594202898,apartamento,2,0,0
2694372778,Morretes,Morretes,618001.0,70,8828.585714285715,apartamento,2,0,0
